Mark ID,Mark Name,Timestamp,\Processor(_Total)\% Processor Time,\Memory\Pages/sec,\Processor(_Total)\% Privileged Time,\Processor(_Total)\% User Time,\.NET CLR Exceptions(WebDev.WebServer40)\# of Exceps Thrown / sec,\.NET CLR Memory(WebDev.WebServer40)\# Bytes in all Heaps,\.NET CLR Memory(WebDev.WebServer40)\# Total committed bytes,\.NET CLR Memory(WebDev.WebServer40)\# Gen 0 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 1 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 2 Collections,\.NET CLR Memory(WebDev.WebServer40)\% Time in GC,\Process(WebDev.WebServer40)\% Processor Time,\Process(WebDev.WebServer40)\% Privileged Time,\Process(WebDev.WebServer40)\% User Time,\Process(WebDev.WebServer40)\Private Bytes,\.NET CLR LocksAndThreads(WebDev.WebServer40)\Contention Rate / sec,\Process(WebDev.WebServer40)\Working Set,
573,"AutoMark","425,673.32",4,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
574,"AutoMark","426,676.38",7,0,2,4,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
575,"AutoMark","427,678.46",3,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
576,"AutoMark","428,680.49",2,0,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
577,"AutoMark","429,682.57",3,0,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
578,"AutoMark","430,684.61",3,0,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
579,"AutoMark","431,187.68",4,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,512,192",0,"242,724,864",
580,"AutoMark","431,690.66",2,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,458,944",0,"242,696,192",
581,"AutoMark","432,192.71",4,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,458,944",0,"242,696,192",
582,"AutoMark","433,193.74",2,0,0,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,499,904",0,"242,806,784",
583,"AutoMark","433,708.80",6,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,499,904",0,"242,806,784",
584,"AutoMark","434,709.84",2,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,499,904",0,"242,806,784",
585,"AutoMark","435,714.89",3,0,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,499,904",0,"242,806,784",
586,"AutoMark","436,217.09",1,0,0,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,499,904",0,"242,806,784",
587,"AutoMark","436,719.97",5,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,499,904",0,"242,806,784",
588,"AutoMark","437,722.08",4,0,0,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"213,499,904",0,"242,806,784",
589,"AutoMark","438,724.09",3,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
590,"AutoMark","439,226.10",5,0,2,5,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
591,"AutoMark","440,228.15",3,0,1,0,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
592,"AutoMark","441,230.23",3,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
593,"AutoMark","442,232.28",4,0,2,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
594,"AutoMark","442,734.29",5,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
595,"AutoMark","443,237.33",0,0,3,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
596,"AutoMark","443,752.33",7,0,1,3,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
597,"AutoMark","444,265.43",4,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
598,"AutoMark","445,266.44",3,0,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
599,"AutoMark","445,768.46",3,0,0,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
600,"AutoMark","446,770.55",3,0,1,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
601,"AutoMark","447,771.58",3,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
602,"AutoMark","448,273.63",0,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
603,"AutoMark","449,274.68",3,0,0,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
604,"AutoMark","450,276.89",2,0,0,1,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
605,"AutoMark","451,278.80",3,0,1,2,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
606,"AutoMark","451,780.83",20,43,5,14,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
607,"AutoMark","452,339.75",20,0,3,17,0,"72,315,752","79,634,432","1,930",658,22,19,0,0,0,"218,624,000",0,"243,060,736",
608,"AutoMark","452,870.87",21,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,
609,"AutoMark","453,872.97",8,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4,294,967,295","End of Program","453,872.97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
