Mark ID,Mark Name,Timestamp,\Processor(_Total)\% Processor Time,\Memory\Pages/sec,\Processor(_Total)\% Privileged Time,\Processor(_Total)\% User Time,\.NET CLR Exceptions(WebDev.WebServer40)\# of Exceps Thrown / sec,\.NET CLR Memory(WebDev.WebServer40)\# Bytes in all Heaps,\.NET CLR Memory(WebDev.WebServer40)\# Total committed bytes,\.NET CLR Memory(WebDev.WebServer40)\# Gen 0 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 1 Collections,\.NET CLR Memory(WebDev.WebServer40)\# Gen 2 Collections,\.NET CLR Memory(WebDev.WebServer40)\% Time in GC,\Process(WebDev.WebServer40)\% Processor Time,\Process(WebDev.WebServer40)\% Privileged Time,\Process(WebDev.WebServer40)\% User Time,\Process(WebDev.WebServer40)\Private Bytes,\.NET CLR LocksAndThreads(WebDev.WebServer40)\Contention Rate / sec,\Process(WebDev.WebServer40)\Working Set,
190,"AutoMark","136,649.83",3,0,0,2,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"218,025,984",0,"246,751,232",
191,"AutoMark","137,651.88",2,0,0,1,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"218,025,984",0,"246,751,232",
192,"AutoMark","138,653.93",2,0,0,1,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
193,"AutoMark","139,155.92",4,0,0,3,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
194,"AutoMark","139,656.98",1,0,0,3,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
195,"AutoMark","140,159.02",2,0,0,1,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
196,"AutoMark","141,161.19",2,0,0,2,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
197,"AutoMark","142,164.13",2,0,0,1,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
198,"AutoMark","142,666.16",1,0,0,1,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
199,"AutoMark","143,167.23",0,0,0,1,0,"77,938,768","84,389,888",649,205,9,2,0,0,0,"214,605,824",0,"246,390,784",
200,"AutoMark","143,677.19",9,0,0,6,1,"77,728,996","84,389,888",650,206,9,0,70,3,67,"233,644,032",0,"247,386,112",
201,"AutoMark","144,275.21",42,5,1,43,3,"77,075,384","84,647,936",682,211,10,0,328,5,323,"258,314,240",0,"249,724,928",
202,"AutoMark","144,795.38",55,3,0,53,3,"70,414,808","78,663,680",717,230,11,11,440,2,437,"231,424,000",0,"242,327,552",
203,"AutoMark","145,334.25",30,0,1,30,0,"70,072,136","78,663,680",737,234,11,1,263,0,263,"217,722,880",0,"241,594,368",
204,"AutoMark","145,938.08",30,0,2,26,0,"70,076,252","78,663,680",751,234,11,1,178,0,178,"216,010,752",0,"241,434,624",
205,"AutoMark","146,487.32",28,0,2,24,0,"70,077,000","78,663,680",765,234,11,1,184,2,181,"216,010,752",0,"241,446,912",
206,"AutoMark","147,009.36",24,1,0,25,0,"70,689,712","78,663,680",778,235,11,1,197,2,194,"217,591,808",0,"243,118,080",
207,"AutoMark","147,529.43",19,3,2,16,0,"71,894,052","80,650,240",782,237,11,0,68,0,68,"212,914,176",0,"243,154,944",
208,"AutoMark","148,063.45",14,3,3,10,0,"71,894,052","80,650,240",782,237,11,0,17,2,14,"212,914,176",0,"243,200,000",
209,"AutoMark","148,568.58",16,3,3,15,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,200,000",
210,"AutoMark","149,578.46",15,6,3,12,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,200,000",
211,"AutoMark","150,588.60",21,0,2,17,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
212,"AutoMark","151,110.63",23,36,1,23,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
213,"AutoMark","151,681.67",11,15,1,8,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
214,"AutoMark","152,241.72",4,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
215,"AutoMark","153,243.78",9,0,1,8,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
216,"AutoMark","153,745.82",1,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
217,"AutoMark","154,247.83",2,0,0,1,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
218,"AutoMark","155,248.88",5,7,0,4,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
219,"AutoMark","156,250.95",1,0,0,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,914,176",0,"243,179,520",
220,"AutoMark","156,767.01",7,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
221,"AutoMark","157,769.01",13,0,4,10,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
222,"AutoMark","158,295.07",7,0,2,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
223,"AutoMark","159,297.11",12,0,4,7,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
224,"AutoMark","159,799.13",0,15,1,0,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
225,"AutoMark","160,801.18",4,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
226,"AutoMark","161,804.24",5,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
227,"AutoMark","162,335.28",6,0,1,4,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
228,"AutoMark","162,838.31",3,0,0,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
229,"AutoMark","163,340.33",2,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
230,"AutoMark","163,842.36",6,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"212,860,928",0,"243,150,848",
231,"AutoMark","164,845.40",5,0,0,4,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
232,"AutoMark","165,847.42",5,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
233,"AutoMark","166,349.50",15,0,6,11,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
234,"AutoMark","166,877.53",22,0,3,16,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
235,"AutoMark","167,385.07",8,0,2,7,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
236,"AutoMark","168,388.51",10,0,1,8,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
237,"AutoMark","168,912.68",11,0,5,7,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
238,"AutoMark","169,914.81",5,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
239,"AutoMark","170,941.72",4,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
240,"AutoMark","171,474.80",4,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
241,"AutoMark","172,476.86",4,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
242,"AutoMark","172,978.89",3,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
243,"AutoMark","173,980.93",5,0,1,3,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,148,800",0,"242,999,296",
244,"AutoMark","174,983.00",7,0,2,4,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,161,088",0,"243,122,176",
245,"AutoMark","175,995.42",14,0,4,10,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,161,088",0,"243,122,176",
246,"AutoMark","176,997.08",2,0,1,1,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,161,088",0,"243,122,176",
247,"AutoMark","177,512.17",5,0,0,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,161,088",0,"243,122,176",
248,"AutoMark","178,013.18",3,0,1,1,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,161,088",0,"243,122,176",
249,"AutoMark","179,015.20",4,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,161,088",0,"243,122,176",
250,"AutoMark","179,517.29",0,0,0,1,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,161,088",0,"243,122,176",
251,"AutoMark","180,518.34",4,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
252,"AutoMark","181,520.36",7,0,2,4,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
253,"AutoMark","182,522.43",4,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
254,"AutoMark","183,524.52",2,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
255,"AutoMark","184,526.54",4,0,1,1,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
256,"AutoMark","185,029.57",3,0,1,1,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
257,"AutoMark","186,031.61",6,0,1,4,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
258,"AutoMark","187,032.68",4,0,2,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
259,"AutoMark","187,547.74",7,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
260,"AutoMark","188,048.80",2,0,0,4,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
261,"AutoMark","189,050.79",4,0,1,2,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
262,"AutoMark","189,553.07",2,0,1,0,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
263,"AutoMark","190,554.89",3,0,1,1,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
264,"AutoMark","191,556.94",8,0,2,5,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
265,"AutoMark","192,058.98",16,0,4,13,0,"71,894,052","80,650,240",782,237,11,0,0,0,0,"211,836,928",0,"243,150,848",
266,"AutoMark","193,061.02",15,0,4,10,0,"71,894,052","80,650,240",782,237,11,0,1,0,1,"212,320,256",0,"243,482,624",
267,"AutoMark","194,065.67",27,0,2,25,0,"72,556,044","80,650,240",803,249,11,24,167,1,166,"249,704,448",0,"245,432,320",
268,"AutoMark","194,586.54",53,0,2,53,0,"70,903,332","80,023,552",837,260,12,16,413,8,404,"238,837,760",0,"244,326,400",
269,"AutoMark","195,109.10",40,68,1,36,9,"61,631,628","70,926,336",860,267,13,2,277,2,274,"209,244,160",1,"234,082,304",
270,"AutoMark","196,113.20",23,1,1,21,0,"61,559,408","70,205,440",878,269,13,0,119,1,118,"203,431,936",0,"233,127,936",
271,"AutoMark","196,763.21",14,3,4,11,0,"61,559,408","70,205,440",878,269,13,0,11,0,11,"203,436,032",0,"233,132,032",
272,"AutoMark","197,273.29",19,3,3,16,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"204,111,872",0,"233,156,608",
273,"AutoMark","197,877.31",17,19,2,15,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
274,"AutoMark","198,883.28",18,0,2,15,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
275,"AutoMark","199,439.39",16,5,3,13,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
276,"AutoMark","199,951.42",13,1,0,13,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
277,"AutoMark","201,014.44",12,0,2,10,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
278,"AutoMark","201,528.56",2,0,1,1,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
279,"AutoMark","202,036.54",10,0,1,7,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
280,"AutoMark","203,038.61",3,0,1,2,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
281,"AutoMark","203,540.65",0,0,0,0,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
282,"AutoMark","204,542.69",3,0,0,2,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
283,"AutoMark","205,544.76",2,0,0,1,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
284,"AutoMark","206,546.79",6,0,3,3,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
285,"AutoMark","207,548.85",2,0,2,1,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
286,"AutoMark","208,065.88",3,0,0,2,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
287,"AutoMark","209,068.01",6,0,2,2,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
288,"AutoMark","209,570.03",2,0,1,0,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
289,"AutoMark","210,572.03",3,0,1,1,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
290,"AutoMark","211,074.05",4,0,1,5,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
291,"AutoMark","212,075.11",3,0,2,1,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
292,"AutoMark","213,077.21",3,0,1,2,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
293,"AutoMark","214,079.23",4,0,0,3,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"212,668,416",0,"233,537,536",
294,"AutoMark","215,081.28",7,0,2,4,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"210,956,288",0,"233,381,888",
295,"AutoMark","215,583.32",2,0,2,2,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"210,956,288",0,"233,381,888",
296,"AutoMark","216,585.47",6,0,1,4,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"210,956,288",0,"233,381,888",
297,"AutoMark","217,587.42",3,0,1,3,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"210,956,288",0,"233,381,888",
298,"AutoMark","218,102.48",9,199,3,3,0,"61,559,408","70,205,440",878,269,13,0,0,0,0,"214,372,352",0,"233,512,960",
299,"AutoMark","218,610.49",12,0,3,10,1,"61,973,496","70,205,440",879,269,13,0,52,3,49,"233,205,760",0,"234,303,488",
300,"AutoMark","219,147.46",48,0,1,45,0,"61,829,600","70,205,440",910,271,13,14,357,0,357,"252,071,936",0,"235,819,008",
301,"AutoMark","220,150.59",48,0,0,46,0,"61,604,596","71,909,376",979,308,15,8,373,0,373,"228,372,480",0,"236,105,728",
302,"AutoMark","220,672.59",32,0,4,28,0,"65,658,316","71,184,384",997,311,16,0,194,0,194,"226,451,456",0,"237,518,848",
303,"AutoMark","221,220.13",38,0,1,37,0,"66,248,124","75,333,632","1,025",316,17,2,279,0,279,"228,380,672",0,"239,476,736",
304,"AutoMark","221,756.50",38,0,0,37,0,"66,249,840","75,333,632","1,055",316,17,2,307,0,307,"228,380,672",0,"239,480,832",
305,"AutoMark","222,294.40",36,0,1,37,0,"66,466,272","75,333,632","1,085",316,17,2,273,0,273,"226,668,544",0,"239,423,488",
306,"AutoMark","222,812.67",43,0,0,41,0,"66,711,632","75,530,240","1,138",318,17,21,312,0,312,"226,877,440",0,"239,730,688",
307,"AutoMark","223,322.97",43,0,0,43,0,"67,114,796","75,943,936","1,215",321,17,14,330,0,330,"227,291,136",0,"240,152,576",
308,"AutoMark","224,330.77",46,0,1,44,0,"69,185,780","77,340,672","1,368",325,17,19,346,4,341,"228,962,304",0,"241,876,992",
309,"AutoMark","224,849.11",37,0,1,38,0,"69,171,392","77,615,104","1,434",326,17,2,310,6,304,"228,966,400",0,"241,881,088",
310,"AutoMark","225,383.87",32,3,1,30,0,"69,171,392","77,615,104","1,453",326,17,3,163,0,163,"223,809,536",0,"241,328,128",
311,"AutoMark","225,935.87",19,5,4,13,0,"69,171,392","77,615,104","1,453",326,17,3,2,0,2,"223,842,304",0,"241,500,160",
312,"AutoMark","226,442.98",23,1,3,21,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
313,"AutoMark","227,445.12",20,1,2,17,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
314,"AutoMark","228,452.28",11,0,2,10,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
315,"AutoMark","228,968.08",8,0,1,6,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
316,"AutoMark","229,970.09",9,3,1,7,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
317,"AutoMark","230,472.24",1,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
318,"AutoMark","231,474.25",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
319,"AutoMark","232,476.27",2,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
320,"AutoMark","232,978.32",3,0,2,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
321,"AutoMark","233,979.36",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
322,"AutoMark","234,981.42",4,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
323,"AutoMark","235,983.50",3,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
324,"AutoMark","236,485.51",9,0,4,5,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
325,"AutoMark","236,987.54",2,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
326,"AutoMark","237,489.58",4,0,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
327,"AutoMark","238,491.62",0,0,0,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
328,"AutoMark","239,006.67",6,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
329,"AutoMark","240,007.70",3,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
330,"AutoMark","240,509.68",5,0,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"223,842,304",0,"241,500,160",
331,"AutoMark","241,010.78",7,0,0,9,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,336,320",
332,"AutoMark","241,575.87",5,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,336,320",
333,"AutoMark","242,577.86",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,340,416",
334,"AutoMark","243,079.89",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,340,416",
335,"AutoMark","244,080.96",2,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,340,416",
336,"AutoMark","244,582.97",4,0,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,340,416",
337,"AutoMark","245,584.05",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,340,416",
338,"AutoMark","246,104.02",5,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,126,080",0,"241,340,416",
339,"AutoMark","247,105.14",3,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
340,"AutoMark","247,607.15",4,0,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
341,"AutoMark","248,109.31",2,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
342,"AutoMark","248,611.24",1,0,1,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
343,"AutoMark","249,126.28",6,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
344,"AutoMark","249,628.27",2,0,1,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
345,"AutoMark","250,630.33",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
346,"AutoMark","251,632.37",6,7,1,5,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
347,"AutoMark","252,134.40",0,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,072,832",0,"241,307,648",
348,"AutoMark","253,136.61",3,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,752,768",0,"241,344,512",
349,"AutoMark","254,138.51",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,752,768",0,"241,344,512",
350,"AutoMark","255,140.63",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,756,864",0,"241,377,280",
351,"AutoMark","255,642.60",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,756,864",0,"241,377,280",
352,"AutoMark","256,144.61",4,0,1,5,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,756,864",0,"241,377,280",
353,"AutoMark","256,645.66",4,0,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,756,864",0,"241,377,280",
354,"AutoMark","257,646.73",2,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"222,756,864",0,"241,377,280",
355,"AutoMark","258,648.77",5,0,2,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
356,"AutoMark","259,164.81",5,0,0,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
357,"AutoMark","260,165.88",3,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
358,"AutoMark","260,667.89",12,0,6,9,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
359,"AutoMark","261,169.87",10,0,0,9,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
360,"AutoMark","262,178.05",9,0,1,7,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
361,"AutoMark","262,680.04",12,0,6,8,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
362,"AutoMark","263,682.06",4,3,0,3,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
363,"AutoMark","264,685.17",4,2,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
364,"AutoMark","265,687.20",4,7,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
365,"AutoMark","266,192.78",4,1,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
366,"AutoMark","267,199.26",13,0,4,8,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
367,"AutoMark","268,201.31",11,0,3,7,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
368,"AutoMark","268,703.35",0,0,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
369,"AutoMark","269,218.38",17,0,6,7,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
370,"AutoMark","270,220.44",13,0,2,10,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
371,"AutoMark","270,757.46",18,0,4,12,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
372,"AutoMark","271,271.51",17,0,1,15,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
373,"AutoMark","271,780.52",12,0,0,13,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
374,"AutoMark","272,302.57",15,0,1,13,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
375,"AutoMark","272,814.68",12,0,0,12,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
376,"AutoMark","273,316.65",7,0,1,4,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
377,"AutoMark","273,818.65",0,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
378,"AutoMark","274,319.67",4,0,2,1,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
379,"AutoMark","275,320.73",2,0,1,0,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
380,"AutoMark","276,322.78",4,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
381,"AutoMark","276,824.84",4,0,1,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"217,632,768",0,"240,857,088",
382,"AutoMark","277,826.87",1,0,0,2,0,"69,171,392","77,615,104","1,453",326,17,3,0,0,0,"212,504,576",0,"240,533,504",
