Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"BingAnswers.WebSources.Quora.<ParseSearchResult>b__1(class System.Threading.Thread)",1,0.00,0x0D78E74B,46,44,46,58,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78DA2D,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",35,0.15,0x0D78DA43,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78DA49,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",4,0.02,0x0D78DA59,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",4,0.02,0x0D78DA5C,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",5,0.02,0x0D78DA60,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",2,0.01,0x0D78DA63,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",2,0.01,0x0D78DA66,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",2,0.01,0x0D78DA69,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",8,0.03,0x0D78DA6D,46,13,46,72,
"BingAnswers.WebSources.Quora.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",6,0.03,0x0D78D9CC,47,13,47,14,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",5,0.02,0x0D78EF40,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",4,0.02,0x0D78EF46,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",3,0.01,0x0D78EF57,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",2,0.01,0x0D78EF63,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",9,0.04,0x0D78EF68,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",2,0.01,0x0D78EF6B,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",6,0.03,0x0D78EF6F,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",7,0.03,0x0D78EF72,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",2,0.01,0x0D78EF75,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",6,0.03,0x0D78EF78,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.<ParseSearchResult>b__1(class System.Threading.Thread)",1,0.00,0x0D78EF7B,47,44,47,58,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",4,0.02,0x0D78E3F4,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78E44D,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",24,0.10,0x0D78E463,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",4,0.02,0x0D78E479,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78E47C,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78E480,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",2,0.01,0x0D78E486,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78E489,47,13,47,72,
"BingAnswers.WebSources.WikiAnswers.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",3,0.01,0x0D78E48D,47,13,47,72,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",5,0.02,0x0D78F970,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",4,0.02,0x0D78F976,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",2,0.01,0x0D78F993,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",3,0.01,0x0D78F998,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",2,0.01,0x0D78F99B,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",3,0.01,0x0D78F99F,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",1,0.00,0x0D78F9A2,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",4,0.02,0x0D78F9A5,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",9,0.04,0x0D78F9A8,49,44,49,58,
"BingAnswers.WebSources.WikiHow.<ParseSearchResult>b__1(class System.Threading.Thread)",3,0.01,0x0D78F9AB,49,44,49,58,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78F4FF,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78F55B,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",24,0.10,0x0D78F571,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",3,0.01,0x0D78F577,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",4,0.02,0x0D78F57D,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",3,0.01,0x0D78F587,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",6,0.03,0x0D78F58A,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",2,0.01,0x0D78F58E,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78F591,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",1,0.00,0x0D78F597,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",4,0.02,0x0D78F59B,49,13,49,72,
"BingAnswers.WebSources.WikiHow.ParseSearchResult(class System.Collections.Generic.IEnumerable`1<class BingAnswers.WebResultsWebResult>,string)",2,0.01,0x0D78F4F4,50,13,50,14,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",10,0.04,0x00DED110,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",3,0.01,0x00DED116,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",5,0.02,0x00DED127,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",1,0.00,0x00DED133,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",2,0.01,0x00DED138,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",1,0.00,0x00DED13B,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",6,0.03,0x00DED13F,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",2,0.01,0x00DED142,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",1,0.00,0x00DED143,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",1,0.00,0x00DED145,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",10,0.04,0x00DED148,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<GetWikiAnswer>b__b(class System.Threading.Thread)",1,0.00,0x00DED14B,101,44,101,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",7,0.03,0x0D78FC50,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",5,0.02,0x0D78FC56,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",4,0.02,0x0D78FC67,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",7,0.03,0x0D78FC78,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",4,0.02,0x0D78FC7F,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",1,0.00,0x0D78FC82,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",7,0.03,0x0D78FC83,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",2,0.01,0x0D78FC85,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",4,0.02,0x0D78FC88,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.<ParseSearchResult>b__4(class System.Threading.Thread)",3,0.01,0x0D78FC8B,64,44,64,58,
"BingAnswers.WebSources.Wikipedia.GetWikiAnswer(string)",4,0.02,0x00DE036D,101,13,101,72,
"BingAnswers.WebSources.Wikipedia.GetWikiAnswer(string)",3,0.01,0x00DE03BD,101,13,101,72,
"BingAnswers.WebSources.Wikipedia.GetWikiAnswer(string)",35,0.15,0x00DE03D0,101,13,101,72,
"BingAnswers.WebSources.Wikipedia.GetWikiAnswer(string)",1,0.00,0x00DE03D6,101,13,101,72,
