Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","NLog.Config.Factory`2.CreateInstance(string)","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)",1,0,0.00,0.00,
"Callee","NLog.Config.Factory`2.CreateInstance(string)","NLog.Config.Factory`2.TryCreateInstance(string,!0&)",1,0,0.00,0.00,
"Root","NLog.Config.Factory`2.RegisterType(class System.Type,string)","NLog.Config.Factory`2.RegisterType(class System.Type,string)",2,0,0.01,0.00,
"Caller","NLog.Config.Factory`2.RegisterType(class System.Type,string)","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)",2,0,0.01,0.00,
"Callee","NLog.Config.Factory`2.RegisterType(class System.Type,string)","System.RuntimeType.GetCustomAttributes(class System.Type,bool)",2,2,0.01,0.01,
"Root","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)",6,0,0.02,0.00,
"Caller","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)","NLog.Config.ConfigurationItemFactory.RegisterItemsFromAssembly(class System.Reflection.Assembly,string)",6,0,0.02,0.00,
"Callee","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)","NLog.Config.Factory`2.RegisterType(class System.Type,string)",2,0,0.01,0.00,
"Callee","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)","NLog.Internal.ReflectionHelpers.SafeGetTypes(class System.Reflection.Assembly)",4,0,0.02,0.00,
"Root","NLog.Config.Factory`2.TryCreateInstance(string,!0&)","NLog.Config.Factory`2.TryCreateInstance(string,!0&)",1,0,0.00,0.00,
"Caller","NLog.Config.Factory`2.TryCreateInstance(string,!0&)","NLog.Config.Factory`2.CreateInstance(string)",1,0,0.00,0.00,
"Callee","NLog.Config.Factory`2.TryCreateInstance(string,!0&)","NLog.Internal.FactoryHelper.CreateInstance(class System.Type)",1,0,0.00,0.00,
"Root","NLog.Config.XmlLoggingConfiguration..ctor(string)","NLog.Config.XmlLoggingConfiguration..ctor(string)",9,0,0.04,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration..ctor(string)","NLog.LogFactory.get_Configuration()",9,0,0.04,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration..ctor(string)","_PreStubWorker@4",6,0,0.02,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration..ctor(string)","NLog.Config.XmlLoggingConfiguration.Initialize(class System.Xml.XmlReader,string,bool)",2,0,0.01,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration..ctor(string)","System.Xml.XmlReader.Create(string)",1,1,0.00,0.00,
"Root","NLog.Config.XmlLoggingConfiguration.ConfigureObjectFromAttributes(object,class NLog.Config.NLogXmlElement,bool)","NLog.Config.XmlLoggingConfiguration.ConfigureObjectFromAttributes(object,class NLog.Config.NLogXmlElement,bool)",1,0,0.00,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration.ConfigureObjectFromAttributes(object,class NLog.Config.NLogXmlElement,bool)","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)",1,0,0.00,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.ConfigureObjectFromAttributes(object,class NLog.Config.NLogXmlElement,bool)","NLog.Internal.PropertyHelper.SetPropertyFromString(object,string,string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Root","NLog.Config.XmlLoggingConfiguration.Initialize(class System.Xml.XmlReader,string,bool)","NLog.Config.XmlLoggingConfiguration.Initialize(class System.Xml.XmlReader,string,bool)",2,0,0.01,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration.Initialize(class System.Xml.XmlReader,string,bool)","NLog.Config.XmlLoggingConfiguration..ctor(string)",2,0,0.01,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.Initialize(class System.Xml.XmlReader,string,bool)","NLog.Config.XmlLoggingConfiguration.ParseTopLevel(class NLog.Config.NLogXmlElement,string)",2,0,0.01,0.00,
"Root","NLog.Config.XmlLoggingConfiguration.ParseNLogElement(class NLog.Config.NLogXmlElement,string)","NLog.Config.XmlLoggingConfiguration.ParseNLogElement(class NLog.Config.NLogXmlElement,string)",2,0,0.01,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration.ParseNLogElement(class NLog.Config.NLogXmlElement,string)","NLog.Config.XmlLoggingConfiguration.ParseTopLevel(class NLog.Config.NLogXmlElement,string)",2,0,0.01,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.ParseNLogElement(class NLog.Config.NLogXmlElement,string)","NLog.Config.XmlLoggingConfiguration.ParseTargetsElement(class NLog.Config.NLogXmlElement)",2,0,0.01,0.00,
"Root","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)",2,0,0.01,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)",1,0,0.00,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ParseTargetsElement(class NLog.Config.NLogXmlElement)",2,0,0.01,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)","NLog.Config.Factory`2.CreateInstance(string)",1,0,0.00,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ConfigureObjectFromAttributes(object,class NLog.Config.NLogXmlElement,bool)",1,0,0.00,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)",1,0,0.00,0.00,
"Root","NLog.Config.XmlLoggingConfiguration.ParseTargetsElement(class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ParseTargetsElement(class NLog.Config.NLogXmlElement)",2,0,0.01,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration.ParseTargetsElement(class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ParseNLogElement(class NLog.Config.NLogXmlElement,string)",2,0,0.01,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.ParseTargetsElement(class NLog.Config.NLogXmlElement)","NLog.Config.XmlLoggingConfiguration.ParseTargetElement(class NLog.Targets.Target,class NLog.Config.NLogXmlElement)",2,0,0.01,0.00,
"Root","NLog.Config.XmlLoggingConfiguration.ParseTopLevel(class NLog.Config.NLogXmlElement,string)","NLog.Config.XmlLoggingConfiguration.ParseTopLevel(class NLog.Config.NLogXmlElement,string)",2,0,0.01,0.00,
"Caller","NLog.Config.XmlLoggingConfiguration.ParseTopLevel(class NLog.Config.NLogXmlElement,string)","NLog.Config.XmlLoggingConfiguration.Initialize(class System.Xml.XmlReader,string,bool)",2,0,0.01,0.00,
"Callee","NLog.Config.XmlLoggingConfiguration.ParseTopLevel(class NLog.Config.NLogXmlElement,string)","NLog.Config.XmlLoggingConfiguration.ParseNLogElement(class NLog.Config.NLogXmlElement,string)",2,0,0.01,0.00,
"Root","NLog.Internal.FactoryHelper.CreateInstance(class System.Type)","NLog.Internal.FactoryHelper.CreateInstance(class System.Type)",1,0,0.00,0.00,
"Caller","NLog.Internal.FactoryHelper.CreateInstance(class System.Type)","NLog.Config.Factory`2.TryCreateInstance(string,!0&)",1,0,0.00,0.00,
"Callee","NLog.Internal.FactoryHelper.CreateInstance(class System.Type)","System.Reflection.ConstructorInfo.Invoke(object[])",1,0,0.00,0.00,
"Root","NLog.Internal.ObjectGraphScanner.FindReachableObjects(object[])","NLog.Internal.ObjectGraphScanner.FindReachableObjects(object[])",11,0,0.04,0.00,
"Caller","NLog.Internal.ObjectGraphScanner.FindReachableObjects(object[])","NLog.Internal.TargetWithFilterChain.PrecalculateStackTraceUsage()",11,0,0.04,0.00,
"Callee","NLog.Internal.ObjectGraphScanner.FindReachableObjects(object[])","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)",11,0,0.04,0.00,
"Root","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)",11,0,0.04,0.00,
"Caller","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)","NLog.Internal.ObjectGraphScanner.FindReachableObjects(object[])",11,0,0.04,0.00,
"Caller","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)",9,0,0.04,0.00,
"Callee","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)",9,0,0.04,0.00,
"Callee","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)","System.Reflection.RuntimePropertyInfo.GetValue(object,object[])",1,1,0.00,0.00,
"Callee","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)","System.RuntimeType.IsDefined(class System.Type,bool)",9,9,0.04,0.04,
"Callee","NLog.Internal.ObjectGraphScanner.ScanProperties(class System.Collections.Generic.List`1<!!0>,object,int32,class System.Collections.Generic.Dictionary`2<object,int32>)","System.SZArrayHelper.GetEnumerator()",1,1,0.00,0.00,
"Root","NLog.Internal.PropertyHelper.SetPropertyFromString(object,string,string,class NLog.Config.ConfigurationItemFactory)","NLog.Internal.PropertyHelper.SetPropertyFromString(object,string,string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Caller","NLog.Internal.PropertyHelper.SetPropertyFromString(object,string,string,class NLog.Config.ConfigurationItemFactory)","NLog.Config.XmlLoggingConfiguration.ConfigureObjectFromAttributes(object,class NLog.Config.NLogXmlElement,bool)",1,0,0.00,0.00,
"Callee","NLog.Internal.PropertyHelper.SetPropertyFromString(object,string,string,class NLog.Config.ConfigurationItemFactory)","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)",1,0,0.00,0.00,
"Root","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)",2,0,0.01,0.00,
"Caller","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)","NLog.Internal.PropertyHelper.SetPropertyFromString(object,string,string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Caller","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)","NLog.Layouts.LayoutParser.ParseLayoutRenderer(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader)",1,0,0.00,0.00,
"Callee","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)","System.Type.GetProperty(string,valuetype System.Reflection.BindingFlags)",2,2,0.01,0.01,
"Root","NLog.Internal.ReflectionHelpers.SafeGetTypes(class System.Reflection.Assembly)","NLog.Internal.ReflectionHelpers.SafeGetTypes(class System.Reflection.Assembly)",4,0,0.02,0.00,
"Caller","NLog.Internal.ReflectionHelpers.SafeGetTypes(class System.Reflection.Assembly)","NLog.Config.Factory`2.ScanAssembly(class System.Reflection.Assembly,string)",4,0,0.02,0.00,
"Callee","NLog.Internal.ReflectionHelpers.SafeGetTypes(class System.Reflection.Assembly)","System.Reflection.Assembly.GetTypes()",4,4,0.02,0.02,
"Root","NLog.Internal.SortHelpers.BucketSort(class System.Collections.Generic.IEnumerable`1<!!0>,class NLog.Internal.SortHelpers/KeySelector`2<!!0,!!1>)","NLog.Internal.SortHelpers.BucketSort(class System.Collections.Generic.IEnumerable`1<!!0>,class NLog.Internal.SortHelpers/KeySelector`2<!!0,!!1>)",2,1,0.01,0.00,
"Caller","NLog.Internal.SortHelpers.BucketSort(class System.Collections.Generic.IEnumerable`1<!!0>,class NLog.Internal.SortHelpers/KeySelector`2<!!0,!!1>)","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])",1,0,0.00,0.00,
"Callee","NLog.Internal.SortHelpers.BucketSort(class System.Collections.Generic.IEnumerable`1<!!0>,class NLog.Internal.SortHelpers/KeySelector`2<!!0,!!1>)","System.Collections.Generic.Dictionary`2..ctor()",1,1,0.00,0.00,
"Root","NLog.Internal.TargetWithFilterChain.PrecalculateStackTraceUsage()","NLog.Internal.TargetWithFilterChain.PrecalculateStackTraceUsage()",11,0,0.04,0.00,
"Caller","NLog.Internal.TargetWithFilterChain.PrecalculateStackTraceUsage()","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])",11,0,0.04,0.00,
"Callee","NLog.Internal.TargetWithFilterChain.PrecalculateStackTraceUsage()","NLog.Internal.ObjectGraphScanner.FindReachableObjects(object[])",11,0,0.04,0.00,
"Root","NLog.Layouts.Layout.FromString(string)","NLog.Layouts.Layout.FromString(string)",1,0,0.00,0.00,
"Caller","NLog.Layouts.Layout.FromString(string)","NLog.Layouts.Layout.op_Implicit(string)",1,0,0.00,0.00,
"Callee","NLog.Layouts.Layout.FromString(string)","NLog.Layouts.Layout.FromString(string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Root","NLog.Layouts.Layout.FromString(string,class NLog.Config.ConfigurationItemFactory)","NLog.Layouts.Layout.FromString(string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Caller","NLog.Layouts.Layout.FromString(string,class NLog.Config.ConfigurationItemFactory)","NLog.Layouts.Layout.FromString(string)",1,0,0.00,0.00,
"Callee","NLog.Layouts.Layout.FromString(string,class NLog.Config.ConfigurationItemFactory)","NLog.Layouts.SimpleLayout..ctor(string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Root","NLog.Layouts.Layout.op_Implicit(string)","NLog.Layouts.Layout.op_Implicit(string)",1,0,0.00,0.00,
"Caller","NLog.Layouts.Layout.op_Implicit(string)","NLog.Targets.TargetWithLayout..ctor()",1,0,0.00,0.00,
"Callee","NLog.Layouts.Layout.op_Implicit(string)","NLog.Layouts.Layout.FromString(string)",1,0,0.00,0.00,
"Root","NLog.Layouts.LayoutParser.CompileLayout(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader,bool,string&)","NLog.Layouts.LayoutParser.CompileLayout(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader,bool,string&)",1,0,0.00,0.00,
"Caller","NLog.Layouts.LayoutParser.CompileLayout(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader,bool,string&)","NLog.Layouts.SimpleLayout.set_Text(string)",1,0,0.00,0.00,
"Callee","NLog.Layouts.LayoutParser.CompileLayout(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader,bool,string&)","NLog.Layouts.LayoutParser.ParseLayoutRenderer(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader)",1,0,0.00,0.00,
"Root","NLog.Layouts.LayoutParser.ParseLayoutRenderer(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader)","NLog.Layouts.LayoutParser.ParseLayoutRenderer(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader)",1,0,0.00,0.00,
"Caller","NLog.Layouts.LayoutParser.ParseLayoutRenderer(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader)","NLog.Layouts.LayoutParser.CompileLayout(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader,bool,string&)",1,0,0.00,0.00,
"Callee","NLog.Layouts.LayoutParser.ParseLayoutRenderer(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader)","NLog.Internal.PropertyHelper.TryGetPropertyInfo(object,string,class System.Reflection.PropertyInfo&)",1,0,0.00,0.00,
"Root","NLog.Layouts.SimpleLayout..ctor(string,class NLog.Config.ConfigurationItemFactory)","NLog.Layouts.SimpleLayout..ctor(string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Caller","NLog.Layouts.SimpleLayout..ctor(string,class NLog.Config.ConfigurationItemFactory)","NLog.Layouts.Layout.FromString(string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Callee","NLog.Layouts.SimpleLayout..ctor(string,class NLog.Config.ConfigurationItemFactory)","NLog.Layouts.SimpleLayout.set_Text(string)",1,0,0.00,0.00,
"Root","NLog.Layouts.SimpleLayout.set_Text(string)","NLog.Layouts.SimpleLayout.set_Text(string)",1,0,0.00,0.00,
"Caller","NLog.Layouts.SimpleLayout.set_Text(string)","NLog.Layouts.SimpleLayout..ctor(string,class NLog.Config.ConfigurationItemFactory)",1,0,0.00,0.00,
"Callee","NLog.Layouts.SimpleLayout.set_Text(string)","NLog.Layouts.LayoutParser.CompileLayout(class NLog.Config.ConfigurationItemFactory,class NLog.Internal.SimpleStringReader,bool,string&)",1,0,0.00,0.00,
"Root","NLog.LogFactory.get_Configuration()","NLog.LogFactory.get_Configuration()",9,0,0.04,0.00,
"Caller","NLog.LogFactory.get_Configuration()","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)",9,0,0.04,0.00,
"Callee","NLog.LogFactory.get_Configuration()","NLog.Config.XmlLoggingConfiguration..ctor(string)",9,0,0.04,0.00,
"Root","NLog.LogFactory.GetConfigurationForLogger(string,class NLog.Config.LoggingConfiguration)","NLog.LogFactory.GetConfigurationForLogger(string,class NLog.Config.LoggingConfiguration)",11,0,0.04,0.00,
"Caller","NLog.LogFactory.GetConfigurationForLogger(string,class NLog.Config.LoggingConfiguration)","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)",11,0,0.04,0.00,
"Callee","NLog.LogFactory.GetConfigurationForLogger(string,class NLog.Config.LoggingConfiguration)","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])",11,0,0.04,0.00,
"Root","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)",20,0,0.08,0.00,
"Caller","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)","NLog.LogFactory.GetLogger(string)",20,0,0.08,0.00,
"Callee","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)","NLog.LogFactory.get_Configuration()",9,0,0.04,0.00,
"Callee","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)","NLog.LogFactory.GetConfigurationForLogger(string,class NLog.Config.LoggingConfiguration)",11,0,0.04,0.00,
"Root","NLog.LogFactory.GetLogger(string)","NLog.LogFactory.GetLogger(string)",20,0,0.08,0.00,
"Caller","NLog.LogFactory.GetLogger(string)","NLog.LogManager.GetCurrentClassLogger()",11,0,0.04,0.00,
"Caller","NLog.LogFactory.GetLogger(string)","NLog.LogManager.GetLogger(string)",9,0,0.04,0.00,
"Callee","NLog.LogFactory.GetLogger(string)","NLog.LogFactory.GetLogger(class NLog.LogFactory/LoggerCacheKey)",20,0,0.08,0.00,
"Root","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])",11,0,0.04,0.00,
"Caller","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])","NLog.LogFactory.GetConfigurationForLogger(string,class NLog.Config.LoggingConfiguration)",11,0,0.04,0.00,
"Caller","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])",7,0,0.03,0.00,
"Callee","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])","NLog.Internal.TargetWithFilterChain.PrecalculateStackTraceUsage()",11,0,0.04,0.00,
"Callee","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])","NLog.LogFactory.GetTargetsByLevelForLogger(string,class System.Collections.Generic.IList`1<class NLog.Config.LoggingRule>,class NLog.Internal.TargetWithFilterChain[],class NLog.Internal.TargetWithFilterChain[])",7,0,0.03,0.00,
"Root","NLog.LogManager.GetCurrentClassLogger()","NLog.LogManager.GetCurrentClassLogger()",12,0,0.05,0.00,
"Caller","NLog.LogManager.GetCurrentClassLogger()","BingAnswers.ehow..ctor()",2,0,0.01,0.00,
"Caller","NLog.LogManager.GetCurrentClassLogger()","BingAnswers.MSDNForum..ctor()",2,0,0.01,0.00,
"Caller","NLog.LogManager.GetCurrentClassLogger()","BingAnswers.StackOverflow..ctor()",4,0,0.02,0.00,
"Caller","NLog.LogManager.GetCurrentClassLogger()","BingAnswers.TrueKnowledge..ctor()",1,0,0.00,0.00,
"Caller","NLog.LogManager.GetCurrentClassLogger()","BingAnswers.WikiHow..ctor()",1,0,0.00,0.00,
"Caller","NLog.LogManager.GetCurrentClassLogger()","BingAnswers.WolframeAlpha..ctor()",1,0,0.00,0.00,
"Caller","NLog.LogManager.GetCurrentClassLogger()","BingAnswers.YahooAnswers..ctor()",1,0,0.00,0.00,
"Callee","NLog.LogManager.GetCurrentClassLogger()","NLog.LogFactory.GetLogger(string)",11,0,0.04,0.00,
"Callee","NLog.LogManager.GetCurrentClassLogger()","System.Diagnostics.StackFrame..ctor(int32,bool)",1,1,0.00,0.00,
"Root","NLog.LogManager.GetLogger(string)","NLog.LogManager.GetLogger(string)",9,0,0.04,0.00,
"Caller","NLog.LogManager.GetLogger(string)","BingAnswers.Answers..ctor()",9,0,0.04,0.00,
"Callee","NLog.LogManager.GetLogger(string)","NLog.LogFactory.GetLogger(string)",9,0,0.04,0.00,
"Root","NLog.Targets.FileTarget..ctor()","NLog.Targets.FileTarget..ctor()",1,0,0.00,0.00,
"Caller","NLog.Targets.FileTarget..ctor()","System.Reflection.ConstructorInfo.Invoke(object[])",1,0,0.00,0.00,
"Callee","NLog.Targets.FileTarget..ctor()","NLog.Targets.TargetWithLayoutHeaderAndFooter..ctor()",1,0,0.00,0.00,
"Root","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])",5,1,0.02,0.00,
"Caller","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])",5,1,0.02,0.00,
"Callee","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])","NLog.Internal.SortHelpers.BucketSort(class System.Collections.Generic.IEnumerable`1<!!0>,class NLog.Internal.SortHelpers/KeySelector`2<!!0,!!1>)",1,0,0.00,0.00,
"Callee","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])","System.Collections.Generic.Dictionary`2.GetEnumerator()",1,1,0.00,0.00,
"Callee","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])","System.IO.Stream.Dispose()",2,2,0.01,0.01,
"Root","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])",6,0,0.02,0.00,
"Caller","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])","NLog.Targets.Wrappers.AsyncTargetWrapper.ProcessPendingEvents(object)",6,0,0.02,0.00,
"Callee","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])","JIT_GetGenericsGCStaticBase(class MethodTable *)",1,1,0.00,0.00,
"Callee","NLog.Targets.Target.WriteAsyncLogEvents(valuetype NLog.Common.AsyncLogEventInfo[])","NLog.Targets.FileTarget.Write(valuetype NLog.Common.AsyncLogEventInfo[])",5,1,0.02,0.00,
"Root","NLog.Targets.TargetWithLayout..ctor()","NLog.Targets.TargetWithLayout..ctor()",1,0,0.00,0.00,
"Caller","NLog.Targets.TargetWithLayout..ctor()","NLog.Targets.TargetWithLayoutHeaderAndFooter..ctor()",1,0,0.00,0.00,
"Callee","NLog.Targets.TargetWithLayout..ctor()","NLog.Layouts.Layout.op_Implicit(string)",1,0,0.00,0.00,
"Root","NLog.Targets.TargetWithLayoutHeaderAndFooter..ctor()","NLog.Targets.TargetWithLayoutHeaderAndFooter..ctor()",1,0,0.00,0.00,
"Caller","NLog.Targets.TargetWithLayoutHeaderAndFooter..ctor()","NLog.Targets.FileTarget..ctor()",1,0,0.00,0.00,
"Callee","NLog.Targets.TargetWithLayoutHeaderAndFooter..ctor()","NLog.Targets.TargetWithLayout..ctor()",1,0,0.00,0.00,
"Root","NLog.Targets.Wrappers.AsyncTargetWrapper.ProcessPendingEvents(object)","NLog.Targets.Wrappers.AsyncTargetWrapper.ProcessPendingEvents(object)",7,0,0.03,0.00,
